2025-12-27 15:31:24 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-27 15:35:40 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-27 15:35:40 | INFO | Starting up the application...
2025-12-27 15:36:51 | DEBUG | Creating user with email: user@example.com
2025-12-27 15:36:51 | WARNING | Attempt to create user with existing email: user@example.com
2025-12-27 15:38:08 | DEBUG | Creating user with email: loggingtest@example.com
2025-12-27 15:38:08 | INFO | User created with email: loggingtest@example.com
2025-12-27 15:43:54 | INFO | Shutting down the application...
2025-12-27 15:44:23 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-27 15:44:23 | INFO | Starting up the application...
2025-12-27 15:44:30 | DEBUG | Creating new user
2025-12-27 15:44:30 | WARNING | User attempted to create user with existing email
2025-12-27 15:50:54 | INFO | Shutting down the application...
2025-12-27 15:50:58 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-27 15:50:58 | INFO | Starting up the application...
2025-12-27 15:51:13 | DEBUG | Creating new user
2025-12-27 15:51:13 | WARNING | User attempted to create user with existing email
2025-12-27 15:52:43 | DEBUG | Creating new user
2025-12-27 15:52:43 | INFO | User created with email: loggingtestwithip@example.com
2025-12-27 19:07:29 | INFO | Shutting down the application...
2025-12-27 20:23:48 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-27 20:23:48 | INFO | Starting up the application...
2025-12-27 20:24:09 | INFO | User logged in: lhernandez@mail.com
2025-12-27 20:27:29 | INFO | Shutting down the application...
2025-12-27 20:27:30 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-27 20:27:30 | INFO | Starting up the application...
2025-12-27 20:27:30 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-27 20:27:30 | INFO | Starting up the application...
2025-12-27 20:27:41 | INFO | Shutting down the application...
2025-12-27 20:27:42 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-27 20:27:42 | INFO | Starting up the application...
2025-12-27 20:29:30 | INFO | Shutting down the application...
2025-12-28 13:38:59 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-28 13:38:59 | INFO | Starting up the application...
2025-12-28 13:39:14 | INFO | Shutting down the application...
2025-12-28 13:39:15 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-28 13:39:15 | INFO | Starting up the application...
2025-12-28 13:48:29 | INFO | Shutting down the application...
2025-12-28 13:48:30 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-28 13:48:30 | INFO | Starting up the application...
2025-12-28 13:48:44 | INFO | Shutting down the application...
2025-12-28 13:48:44 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-28 13:48:45 | INFO | Starting up the application...
2025-12-28 13:48:55 | INFO | Shutting down the application...
2025-12-28 13:48:56 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-28 13:48:56 | INFO | Starting up the application...
2025-12-28 13:48:56 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-28 13:48:56 | INFO | Starting up the application...
2025-12-28 13:49:25 | INFO | User logged in: lhernandez@mail.com
2025-12-28 13:50:10 | INFO | Shutting down the application...
2025-12-28 13:50:11 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-28 13:50:11 | INFO | Starting up the application...
2025-12-28 14:02:56 | INFO | Shutting down the application...
2025-12-28 14:02:57 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-28 14:02:57 | INFO | Starting up the application...
2025-12-28 14:03:24 | DEBUG | Creating new user
2025-12-28 14:03:24 | WARNING | User attempted to create user with existing email
2025-12-28 14:03:28 | DEBUG | Creating new user
2025-12-28 14:03:28 | INFO | User created with email: useasadar@example.com
2025-12-28 14:05:00 | INFO | Shutting down the application...
2025-12-28 14:05:00 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-28 14:05:00 | INFO | Starting up the application...
2025-12-28 14:05:01 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-28 14:05:01 | INFO | Starting up the application...
2025-12-28 14:05:04 | INFO | Shutting down the application...
2025-12-28 14:05:05 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-28 14:05:05 | INFO | Starting up the application...
2025-12-28 14:05:29 | DEBUG | Creating new user
2025-12-28 14:05:29 | INFO | User created with email: usedsfsfsdr@example.com
2025-12-28 14:07:36 | INFO | Shutting down the application...
2025-12-28 14:07:36 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-28 14:07:36 | INFO | Starting up the application...
2025-12-28 14:07:56 | INFO | Shutting down the application...
2025-12-28 14:07:57 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-28 14:07:57 | INFO | Starting up the application...
2025-12-28 14:07:57 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-28 14:07:57 | INFO | Starting up the application...
2025-12-28 14:11:09 | INFO | Shutting down the application...
2025-12-28 14:11:10 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-28 14:11:10 | INFO | Starting up the application...
2025-12-28 14:11:22 | INFO | Shutting down the application...
2025-12-28 14:11:22 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-28 14:11:22 | INFO | Starting up the application...
2025-12-28 14:11:33 | INFO | Shutting down the application...
2025-12-28 14:11:33 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-28 14:11:33 | INFO | Starting up the application...
2025-12-28 14:13:51 | INFO | Shutting down the application...
2025-12-28 14:13:52 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-28 14:14:31 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-28 14:14:31 | INFO | Starting up the application...
2025-12-28 14:14:31 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-28 14:14:31 | INFO | Starting up the application...
2025-12-28 14:15:02 | INFO | Shutting down the application...
2025-12-28 14:15:02 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-28 14:15:03 | INFO | Starting up the application...
2025-12-28 14:15:03 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-28 14:15:03 | INFO | Starting up the application...
2025-12-28 14:16:04 | INFO | Shutting down the application...
2025-12-28 14:16:04 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-28 14:16:04 | INFO | Starting up the application...
2025-12-28 14:16:05 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-28 14:16:05 | INFO | Starting up the application...
2025-12-28 14:16:23 | INFO | Shutting down the application...
2025-12-28 14:16:23 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-28 14:16:23 | INFO | Starting up the application...
2025-12-28 14:16:24 | DEBUG | Logger initialized in development mode with level DEBUG
2025-12-28 14:16:24 | INFO | Starting up the application...
